college,Latitude,Longitude,Name,TARGET_5Yrs
University of Pittsburgh,40.4443533,-79.960835,Sam Young,0
Virginia Commonwealth University,37.5483122,-77.4526805,Eric Maynor,1
University of Connecticut,41.8077414,-72.2539805,A.J. Price,1
University of Kentucky,38.0306511,-84.5039697,Karl-Anthony Towns,0
University of Arizona,32.2318851,-110.9501094,Jordan Hill,1
Gonzaga University,47.6670321,-117.4014343,Austin Daye,1
University of Michigan,42.2780436,-83.7382241,Chris Hunter,0
University of Washington,47.6553351,-122.3035199,Jon Brockman,0
Louisiana State University,30.4132579,-91.1800023,Garrett Temple,1
University of Kentucky,38.0306511,-84.5039697,Jodie Meeks,1
Villanova University,40.0368926,-75.3425785,Dante Cunningham,1
University of Missouri,38.9403808,-92.3277375,DeMarre Carroll,1
Arizona State University,33.4242399,-111.9280527,Jeff Ayres,1
Wake Forest University,36.1355052,-80.2791958,Jeff Teague,1
Xavier University,39.1499074,-84.4740892,Derrick Brown,0
Georgetown University,38.9076089,-77.0722585,DaJuan Summers,0
University of Louisville,38.2122761,-85.7585023,Earl Clark,1
Cleveland State University,41.5027643,-81.674423,Cedric Jackson,0
University of Wisconsin,43.076592,-89.4124875,Marcus Landry,0
Duke University,36.0014258,-78.9382286,Jahlil Okafor,0
University of Tennessee at Martin,36.3426326,-88.8624636,Lester Hudson,0
University of Southern California,34.0223519,-118.285117,O.J. Mayo,1
University of Memphis,35.1187498,-89.9374928,Derrick Rose,1
Indiana University,39.1754487,-86.512627,Eric Gordon,1
"University of California, Los Angeles",34.068921,-118.4451811,Russell Westbrook,1
University of Kansas,38.9543439,-95.2557961,Mario Chalmers,1
Stanford University,37.4274745,-122.169719,Brook Lopez,1
Rider University,40.2811575,-74.7407696,Jason Thompson,1
University of Texas at Austin,30.2849185,-97.7340567,D.J. Augustin,1
Duke University,36.0014258,-78.9382286,Justise Winslow,0
"University of California, Los Angeles",34.068921,-118.4451811,Kevin Love,1
Western Kentucky University,36.9847153,-86.4559991,Courtney Lee,1
Kansas State University,39.1974437,-96.5847249,Michael Beasley,1
University of Kansas,38.9543439,-95.2557961,Brandon Rush,1
Georgia Institute of Technology,33.7756178,-84.396285,Anthony Morrow,1
Ohio State University,40.0066723,-83.0304546,Greg Oden,0
Washington State University,46.7319225,-117.1542121,Kyle Weaver,0
University of California,34.068921,-118.4451811,Ryan Anderson,1
University of Kansas,38.9543439,-95.2557961,Darrell Arthur,1
Indiana University-Purdue University Indianapolis,39.7749927,-86.1772798,George Hill,1
University of Florida,29.6436325,-82.3549302,Marreese Speights,1
"University of Nevada, Reno",39.5453298,-119.8161541,JaVale McGee,1
Iowa State University,42.0266573,-93.6464516,Mike Taylor,0
Texas A&M University,30.6187383,-96.3364791,DeAndre Jordan,1
Georgetown University,38.9076089,-77.0722585,Roy Hibbert,1
"California State University, Fullerton",33.8823476,-117.8851033,Bobby Brown,0
Ohio State University,40.0066723,-83.0304546,D'Angelo Russell,0
University of Memphis,35.1187498,-89.9374928,Chris Douglas-Roberts,1
University of Arizona,32.2318851,-110.9501094,Jerryd Bayless,1
Ohio State University,40.0066723,-83.0304546,Kosta Koufos,1
University of Notre Dame,41.6991133,-86.2387627,Rob Kurz,0
Creighton University,41.2655521,-95.9463862,Anthony Tolliver,1
University of Kentucky,38.0306511,-84.5039697,Devin Booker,0
Stanford University,37.4274745,-122.169719,Robin Lopez,1
University of Kansas,38.9543439,-95.2557961,Darnell Jackson,0
University of Virginia,38.0335529,-78.5079772,Sean Singletary,0
University of Texas at Austin,30.2849185,-97.7340567,Kevin Durant,1
Georgetown University,38.9076089,-77.0722585,Jeff Green,1
Meridian Community College,32.3676949,-88.7319036,Jamario Moon,1
Florida State University,30.4418778,-84.2984889,Al Thornton,0
Ohio State University,40.0066723,-83.0304546,Mike Conley,1
University of Arizona,32.2318851,-110.9501094,Stanley Johnson,0
Ohio State University,40.0066723,-83.0304546,Daequan Cook,1
University of Florida,29.6436325,-82.3549302,Corey Brewer,1
Georgia Institute of Technology,33.7756178,-84.396285,Thaddeus Young,1
University of Florida,29.6436325,-82.3549302,Joakim Noah,1
DePaul University,41.877575,-87.6272176,Wilson Chandler,1
Eastern Washington University,47.4910283,-117.5862361,Rodney Stuckey,1
Boston College,42.3355488,-71.1684945,Jared Dudley,1
Boston College,42.3355488,-71.1684945,Sean Williams,0
University of Texas at Austin,30.2849185,-97.7340567,Myles Turner,0
Purdue University,40.4237054,-86.9211946,Carl Landry,1
Texas A&M University,30.6187383,-96.3364791,Acie Law,0
University of Southern California,34.0223519,-118.285117,Nick Young,1
Colorado State University,40.5734148,-105.0865487,Jason Smith,1
Louisiana State University,30.4132579,-91.1800023,Glen Davis,1
Georgia Institute of Technology,33.7756178,-84.396285,Javaris Crittenton,0
University of Washington,47.6553351,-122.3035199,Spencer Hawes,1
"University of California, Los Angeles",34.068921,-118.4451811,Arron Afflalo,1
University of Oregon,44.0448302,-123.0726055,Aaron Brooks,1
University of Tennessee,35.9544013,-83.9294564,C.J. Watson,1
University of Kansas,38.9543439,-95.2557961,Julian Wright,0
University of Florida,29.6436325,-82.3549302,Chris Richard,0
"University of Nevada, Reno",39.5453298,-119.8161541,Nick Fazekas,0
University of Pittsburgh,40.4443533,-79.960835,Aaron Gray,1
"California State University, Fresno",36.8133631,-119.7460947,Dominic McGuire,1
University of North Carolina,35.9049122,-79.0469134,Brandan Wright,1
University of Alabama,33.2140233,-87.5391418,Jermareo Davidson,0
Georgia Institute of Technology,33.7756178,-84.396285,Mario West,0
Syracuse University,43.0391534,-76.1351158,Demetris Nichols,0
University of Kentucky,38.0306511,-84.5039697,Willie Cauley-Stein,0
University of Washington,47.6553351,-122.3035199,Brandon Roy,1
Gonzaga University,47.6670321,-117.4014343,Adam Morrison,0
University of Connecticut,41.8077414,-72.2539805,Rudy Gay,1
University of Kentucky,38.0306511,-84.5039697,Rajon Rondo,1
Villanova University,40.0368926,-75.3425785,Randy Foye,1
University of Texas at Austin,30.2849185,-97.7340567,LaMarcus Aldridge,1
University of South Carolina,33.9937575,-81.0299186,Tarence Kinsey,0
University of Tennessee,35.9544013,-83.9294564,Josh Richardson,0
Boston College,42.3355488,-71.1684945,Craig Smith,1
Duke University,36.0014258,-78.9382286,Shelden Williams,1
Louisiana Tech University,32.5282644,-92.6499298,Paul Millsap,1
University of Memphis,35.1187498,-89.9374928,Rodney Carney,1
University of Texas at Austin,30.2849185,-97.7340567,Daniel Gibson,1
University of South Carolina,33.9937575,-81.0299186,Renaldo Balkman,1
University of Arizona,32.2318851,-110.9501094,Rondae Hollis-Jefferson,0
"University of California, Los Angeles",34.068921,-118.4451811,Jordan Farmar,1
Villanova University,40.0368926,-75.3425785,Allan Ray,0
Temple University,39.9805942,-75.1557376,Mardy Collins,0
Duke University,36.0014258,-78.9382286,J.J. Redick,1
Louisiana State University,30.4132579,-91.1800023,Tyrus Thomas,1
Florida State University,30.4418778,-84.2984889,Alexander Johnson,0
North Carolina State University,35.7846633,-78.6820946,Cedric Simmons,0
University of Wisconsin,43.076592,-89.4124875,Frank Kaminsky,0
University of Memphis,35.1187498,-89.9374928,Shawne Williams,1
University of Arkansas,36.0686895,-94.1748471,Ronnie Brewer,1
University of North Carolina,35.9049122,-79.0469134,David Noel,0
University of South Florida,28.0587031,-82.4138539,Solomon Jones,1
University of California,34.068921,-118.4451811,Leon Powe,1
University of Connecticut,41.8077414,-72.2539805,Hilton Armstrong,1
University of Connecticut,41.8077414,-72.2539805,Josh Boone,0
Temple University,39.9805942,-75.1557376,Lynn Greer,0
University of Notre Dame,41.6991133,-86.2387627,Chris Quinn,1
Stanford University,37.4274745,-122.169719,Anthony Brown,0
Rutgers University,40.5008405,-74.4474174,Quincy Douby,0
University of Arizona,32.2318851,-110.9501094,Hassan Adams,0
DePaul University,41.877575,-87.6272176,Andre Brown,0
Marquette University,43.038456,-87.9311302,Steve Novak,1
Wake Forest University,36.1355052,-80.2791958,Chris Paul,1
University of North Carolina,35.9049122,-79.0469134,Raymond Felton,1
University of Connecticut,41.8077414,-72.2539805,Charlie Villanueva,1
University of Illinois at Urbana-Champaign,40.1019523,-88.2271615,Luther Head,1
University of Illinois at Urbana-Champaign,40.1019523,-88.2271615,Deron Williams,1
University of North Carolina,35.9049122,-79.0469134,Marvin Williams,1
University of Arizona,32.2318851,-110.9501094,Channing Frye,1
University of New Mexico,35.0843187,-106.6197812,Danny Granger,1
Providence College,41.8415128,-71.433591,Ryan Gomes,1
University of Washington,47.6553351,-122.3035199,Nate Robinson,1
University of Arizona,32.2318851,-110.9501094,Salim Stoudamire,0
Georgia Institute of Technology,33.7756178,-84.396285,Jarrett Jack,1
University of Arizona,32.2318851,-110.9501094,T.J. McConnell,0
Oklahoma State University,36.1270236,-97.0737222,Joey Graham,1
,,,Monta Ellis,1
,,,Martell Webster,1
University of North Carolina,35.9049122,-79.0469134,Rashad McCants,0
Michigan State University,42.701848,-84.4821719,Alan Anderson,1
University of Louisiana at Lafayette,30.2114404,-92.0204121,Orien Greene,0
Arizona State University,33.4242399,-111.9280527,Ike Diogu,1
Duke University,36.0014258,-78.9382286,Daniel Ewing,0
University of Kentucky,38.0306511,-84.5039697,Gerald Fitch,0
Murray State University,36.6163842,-88.3214979,James Singleton,1
North Carolina State University,35.7846633,-78.6820946,Josh Powell,1
Syracuse University,43.0391534,-76.1351158,Hakim Warrick,1
University of Kansas,38.9543439,-95.2557961,Wayne Simien,0
Texas A&M University,30.6187383,-96.3364791,Antoine Wright,1
University of Alabama at Birmingham,33.5019893,-86.8064433,Donell Taylor,0
,,,C.J. Miles,1
University of Virginia,38.0335529,-78.5079772,Malcolm Brogdon,0
University of Minnesota,44.97399,-93.2277285,Kevin Burleson,0
Duke University,36.0014258,-78.9382286,Shavlik Randolph,1
,,,Andrew Bynum,1
Mississippi State University,33.4551742,-88.7943766,Lawrence Roberts,0
University of Connecticut,41.8077414,-72.2539805,Emeka Okafor,1
University of Arizona,32.2318851,-110.9501094,Andre Iguodala,1
,,,Dwight Howard,1
Stanford University,37.4274745,-122.169719,Josh Childress,1
,,,Josh Smith,1
Duke University,36.0014258,-78.9382286,Chris Duhon,1
,,,J.R. Smith,1
Southern Methodist University,32.8412178,-96.7845175,Quinton Ross,1
Saint Joseph's University,39.9951217,-75.2399328,Jameer Nelson,1
University of Arkansas,36.0686895,-94.1748471,Bobby Portis,0
,,,Sebastian Telfair,1
Vanderbilt University,36.1447034,-86.8026551,Matt Freije,0
University of Florida,29.6436325,-82.3549302,Matt Bonner,1
University of Colorado,40.007581,-105.2659417,David Harrison,0
"University of California, Los Angeles",34.068921,-118.4451811,Trevor Ariza,1
University of Kansas,38.9543439,-95.2557961,Nick Collison,1
Oklahoma State University,36.1270236,-97.0737222,Tony Allen,1
University of Wisconsin,43.076592,-89.4124875,Devin Harris,1
Iowa State University,42.0266573,-93.6464516,Jackson Vroman,0
,,,Al Jefferson,1
University of Kansas,38.9543439,-95.2557961,Billy Thomas,0
"University of Nevada, Reno",39.5453298,-119.8161541,Kirk Snyder,0
University of Texas at Austin,30.2849185,-97.7340567,Royal Ivey,1
University of Minnesota,44.97399,-93.2277285,Kris Humphries,1
Saint Joseph's University,39.9951217,-75.2399328,Delonte West,1
Seton Hall University,40.7430841,-74.246082,Andre Barrett,0
Xavier University,39.1499074,-84.4740892,Lionel Chalmers,0
University of Notre Dame,41.6991133,-86.2387627,Jerian Grant,0
Southeastern Illinois College,37.7515069,-88.4364622,Donta Smith,0
University of Texas at Austin,30.2849185,-97.7340567,James Thomas,0
Western Carolina University,35.3090108,-83.1863612,Kevin Martin,1
,,,LeBron James,1
Syracuse University,43.0391534,-76.1351158,Carmelo Anthony,1
University of Kansas,38.9543439,-95.2557961,Kirk Hinrich,1
Marquette University,43.038456,-87.9311302,Dwyane Wade,1
Georgia Institute of Technology,33.7756178,-84.396285,Chris Bosh,1
University of Georgia,33.9480053,-83.3773221,Jarvis Hayes,1
University of Texas at Austin,30.2849185,-97.7340567,T.J. Ford,1
University of Kentucky,38.0306511,-84.5039697,Keith Bogans,1
University of Florida,29.6436325,-82.3549302,Udonis Haslem,1
Wake Forest University,36.1355052,-80.2791958,Josh Howard,1
Central Michigan University,43.5911786,-84.7753308,Chris Kaman,1
Duke University,36.0014258,-78.9382286,Tyus Jones,0
"University of California, Los Angeles",34.068921,-118.4451811,Matt Barnes,1
Louisiana State University,30.4132579,-91.1800023,Ronald Dupree,1
University of Maryland,38.9869183,-76.9425543,Steve Blake,1
Auburn University,32.5933574,-85.4951663,Marquis Daniels,1
Tulane University,29.9407282,-90.1203167,Linton Johnson,1
"University of Nevada, Las Vegas",36.1074857,-115.1434507,Marcus Banks,1
University of Oregon,44.0448302,-123.0726055,Luke Ridnour,1
University of Detroit Mercy,42.4140934,-83.1379434,Willie Green,1
Syracuse University,43.0391534,-76.1351158,Chris McCullough,0
University of Alabama,33.2140233,-87.5391418,Mo Williams,1
Xavier University,39.1499074,-84.4740892,David West,1
University of Illinois at Urbana-Champaign,40.1019523,-88.2271615,Brian Cook,1
Brigham Young University,40.2518435,-111.6493156,Travis Hansen,0
Creighton University,41.2655521,-95.9463862,Kyle Korver,1
"University of California, Los Angeles",34.068921,-118.4451811,Norman Powell,0
Ohio University,39.324358,-82.1013889,Brandon Hunter,0
"University of California, Los Angeles",34.068921,-118.4451811,Jason Kapono,1
University of Arizona,32.2318851,-110.9501094,Luke Walton,1
University of Louisville,38.2122761,-85.7585023,Reece Gaines,0
Gonzaga University,47.6670321,-117.4014343,Richie Frahm,0
University of Notre Dame,41.6991133,-86.2387627,Matt Carroll,1
University of Connecticut,41.8077414,-72.2539805,Caron Butler,1
University of Houston,29.7199489,-95.3422334,Jonathon Simmons,0
,,,Amar'e Stoudemire,1
University of Memphis,35.1187498,-89.9374928,Dajuan Wagner,0
University of Kansas,38.9543439,-95.2557961,Drew Gooden,1
Duke University,36.0014258,-78.9382286,Jay Williams,0
Wingate University,34.9857568,-80.4439634,Junior Harrington,0
St. Bonaventure University,42.0794875,-78.4842703,J.R. Bremer,0
University of Florida,29.6436325,-82.3549302,Dorian Finney-Smith,0
"University of Nevada, Las Vegas",36.1074857,-115.1434507,Rashad Vaughn,0
University of Tennessee,35.9544013,-83.9294564,Vincent Yarbrough,0
La Salle University,40.0390398,-75.1558184,Rasual Butler,1
University of Iowa,41.6627078,-91.5549771,Reggie Evans,1
Fordham University,40.8620404,-73.8856987,Smush Parker,1
Arizona State University,33.4242399,-111.9280527,Mike Batiste,0
Louisiana State University,30.4132579,-91.1800023,Jarell Martin,0
Stanford University,37.4274745,-122.169719,Casey Jacobsen,0
University of Maryland,38.9869183,-76.9425543,Juan Dixon,1
"California State University, Fresno",36.8133631,-119.7460947,Melvin Ely,1
Rice University,29.7173941,-95.4018312,Mike Wilks,1
University of California,34.068921,-118.4451811,Sean Lampley,0
"California State University, Fresno",36.8133631,-119.7460947,Chris Jefferies,0
University of Maryland,38.9869183,-76.9425543,Lonny Baxter,0
"California State University, Long Beach",33.7838235,-118.1140904,Juaquin Hawkins,0
Bowling Green State University,41.3797788,-83.6300826,Richaun Holmes,0
University of Missouri,38.9403808,-92.3277375,Kareem Rush,1
University of Tennessee,35.9544013,-83.9294564,Marcus Haislip,0
University of Maryland,38.9869183,-76.9425543,Chris Wilcox,1
Gonzaga University,47.6670321,-117.4014343,Dan Dickau,1
University of Kentucky,38.0306511,-84.5039697,Tayshaun Prince,1
University of Notre Dame,41.6991133,-86.2387627,Ryan Humphrey,0
University of Miami,25.7178924,-80.2746368,John Salmons,1
Marshall University,38.4236242,-82.4247401,Tamar Slay,0
Northeast Mississippi Community College,34.6672684,-88.562206,Qyntel Woods,0
Murray State University,36.6163842,-88.3214979,Cameron Payne,0
Auburn University,32.5933574,-85.4951663,Adam Harrington,0
Duke University,36.0014258,-78.9382286,Shane Battier,1
Michigan State University,42.701848,-84.4821719,Jason Richardson,1
Iowa State University,42.0266573,-93.6464516,Jamaal Tinsley,1
Texas A&M University,30.6187383,-96.3364791,Sonny Parker,1
Austin Peay State University,36.53498,-87.3548855,Trenton Hassell,1
University of Virginia,38.0335529,-78.5079772,Justin Anderson,0
Seton Hall University,40.7430841,-74.246082,Eddie Griffin,1
University of Arkansas,36.0686895,-94.1748471,Joe Johnson,1
University of Arizona,32.2318851,-110.9501094,Gilbert Arenas,1
University of Arizona,32.2318851,-110.9501094,Richard Jefferson,1
Hofstra University,40.7166872,-73.5993965,Speedy Claxton,1
Stanford University,37.4274745,-122.169719,Jarron Collins,1
University of North Carolina,35.9049122,-79.0469134,Brendan Haywood,1
,,,Tyson Chandler,1
Stanford University,37.4274745,-122.169719,Jason Collins,1
University of Notre Dame,41.6991133,-86.2387627,Troy Murphy,1
University of Maryland,38.9869183,-76.9425543,Terence Morris,0
,,,Eddy Curry,1
University of Cincinnati,39.1329219,-84.5149504,Kenny Satterfield,0
"University of California, Los Angeles",34.068921,-118.4451811,Earl Watson,1
,,,Kwame Brown,1
Clemson University,34.673407,-82.8367119,Will Solomon,0
University of Pittsburgh,40.4443533,-79.960835,Lamar Patterson,0
Syracuse University,43.0391534,-76.1351158,Etan Thomas,1
McNeese State University,30.1788135,-93.2168568,Tierre Brown,0
DePaul University,41.877575,-87.6272176,Steven Hunter,1
University of Arizona,32.2318851,-110.9501094,Loren Woods,1
University of Houston,29.7199489,-95.3422334,Alton Ford,0
University of Alabama,33.2140233,-87.5391418,Gerald Wallace,1
Pennsylvania State University,40.7982133,-77.8599084,Joe Crispin,0
Michigan State University,42.701848,-84.4821719,Zach Randolph,1
Pepperdine University,34.0414045,-118.7095814,Brandon Armstrong,0
Saint Louis University,38.6348237,-90.2336408,Willie Reed,0
University of Cincinnati,39.1329219,-84.5149504,Kenyon Martin,1
Temple University,39.9805942,-75.1557376,Marc Jackson,1
University of Florida,29.6436325,-82.3549302,Mike Miller,1
,,,Darius Miles,1
Michigan State University,42.701848,-84.4821719,Morris Peterson,1
Auburn University,32.5933574,-85.4951663,Chris Porter,0
Iowa State University,42.0266573,-93.6464516,Marcus Fizer,1
Butler County Community College,40.8295628,-79.9126668,Stephen Jackson,1
"California State University, Fresno",36.8133631,-119.7460947,Courtney Alexander,0
University of Texas at Austin,30.2849185,-97.7340567,Chris Mihm,1
University of Kansas,38.9543439,-95.2557961,Kelly Oubre,0
Oklahoma State University,36.1270236,-97.0737222,Desmond Mason,1
University of Connecticut,41.8077414,-72.2539805,Khalid El-Amin,0
DePaul University,41.877575,-87.6272176,Quentin Richardson,1
University of Pittsburgh,40.4443533,-79.960835,Mark Blount,1
University of Michigan,42.2780436,-83.7382241,Jamal Crawford,1
University of Cincinnati,39.1329219,-84.5149504,DerMarr Johnson,1
Louisiana State University,30.4132579,-91.1800023,Stromile Swift,1
University of Missouri,38.9403808,-92.3277375,Keyon Dooling,1
Michigan State University,42.701848,-84.4821719,Mateen Cleaves,1
Master's College,34.38247,-118.519341,Mike Penberthy,0
Texas Christian University,32.7078531,-97.3628041,Lee Nailon,1
Arizona State University,33.4242399,-111.9280527,Eddie House,1
DePaul University,41.877575,-87.6272176,Paul McPherson,0
Saint Vincent College,40.2941827,-79.4000573,Daniel Santiago,0
Seton Hall University,40.7430841,-74.246082,Isaiah Whitehead,0
Villanova University,40.0368926,-75.3425785,Darrun Hilliard,0
Stanford University,37.4274745,-122.169719,Mark Madsen,1
,,,DeShawn Stevenson,1
Duke University,36.0014258,-78.9382286,Elton Brand,1
University of Rhode Island,41.4860647,-71.5308537,Lamar Odom,1
University of Maryland,38.9869183,-76.9425543,Steve Francis,1
Seton Hall University,40.7430841,-74.246082,Adrian Griffin,1
University of Utah,40.7649368,-111.8421021,Andre Miller,1
Xavier University,39.1499074,-84.4740892,James Posey,1
University of New Mexico,35.0843187,-106.6197812,Kenny Thomas,1
"University of Nevada, Las Vegas",36.1074857,-115.1434507,Shawn Marion,1
