college,Latitude,Longitude,Name,TARGET_5Yrs
University of Pittsburgh,40.4443533,-79.960835,Vonteego Cummings,0
University of Hawaii,21.2965718,-157.8226774,Anthony Carter,1
University of Arizona,32.2318851,-110.9501094,Jason Terry,1
University of South Florida,28.0587031,-82.4138539,Chucky Atkins,1
University of Connecticut,41.8077414,-72.2539805,Richard Hamilton,1
Clemson University,34.673407,-82.8367119,Greg Buckner,1
Saint Joseph's University,39.9951217,-75.2399328,Langston Galloway,0
"University of California, Los Angeles",34.068921,-118.4451811,Baron Davis,1
Duke University,36.0014258,-78.9382286,Corey Maggette,1
University of Central Oklahoma,35.657506,-97.4709491,Eddie Robinson,1
University of Tulsa,36.1520526,-95.9460753,Michael Ruffin,1
"California State University, Fresno",36.8133631,-119.7460947,Chris Herren,0
University of Minnesota,44.97399,-93.2277285,Quincy Lewis,0
University of Iowa,41.6627078,-91.5549771,Ryan Bowen,1
Old Dominion University,36.8853052,-76.3058746,Cal Bowdler,0
University of Kentucky,38.0306511,-84.5039697,Scott Padgett,1
University of Kentucky,38.0306511,-84.5039697,Nerlens Noel,0
University of Alabama,33.2140233,-87.5391418,Roy Rogers,0
Duke University,36.0014258,-78.9382286,William Avery,0
Colorado State University,40.5734148,-105.0865487,Milt Palacio,1
Augsburg College,44.9659238,-93.240684,Devean George,1
University of Massachusetts Amherst,42.3867598,-72.5300515,Lari Ketner,0
University of Florida,29.6436325,-82.3549302,Jason Williams,1
University of North Carolina,35.9049122,-79.0469134,Vince Carter,1
University of Arizona,32.2318851,-110.9501094,Mike Bibby,1
University of Kansas,38.9543439,-95.2557961,Paul Pierce,1
University of Louisiana at Lafayette,30.2114404,-92.0204121,Elfrid Payton,0
University of Arizona,32.2318851,-110.9501094,Michael Dickerson,1
University of Rhode Island,41.4860647,-71.5308537,Cuttino Mobley,1
"University of Nevada, Las Vegas",36.1074857,-115.1434507,Tyrone Nesby,0
University of North Carolina,35.9049122,-79.0469134,Antawn Jamison,1
Georgia Institute of Technology,33.7756178,-84.396285,Matt Harpring,1
Duke University,36.0014258,-78.9382286,Jabari Parker,0
Saint Louis University,38.6348237,-90.2336408,Larry Hughes,1
University of Michigan,42.2780436,-83.7382241,Robert Traylor,1
University of Utah,40.7649368,-111.8421021,Michael Doleac,1
Texas Tech University,33.5842591,-101.8782822,Cory Carr,0
"University of Nevada, Las Vegas",36.1074857,-115.1434507,Keon Clark,1
University of Houston,29.7199489,-95.3422334,Damon Jones,1
University of Notre Dame,41.6991133,-86.2387627,Pat Garrity,1
Oklahoma State University,36.1270236,-97.0737222,Marcus Smart,0
Valparaiso University,41.4639394,-87.0438893,Bryce Drew,1
"University of California, Los Angeles",34.068921,-118.4451811,Jelani McCoy,1
Purdue University,40.4237054,-86.9211946,Brad Miller,1
University of Iowa,41.6627078,-91.5549771,Ricky Davis,1
"University of California, Los Angeles",34.068921,-118.4451811,J.R. Henderson,0
Oregon State University,44.5637806,-123.2794443,Corey Benjamin,0
Duke University,36.0014258,-78.9382286,Roshown McLeod,0
Eastern Michigan University,42.2506803,-83.624089,Earl Boykins,1
"University of California, Los Angeles",34.068921,-118.4451811,Toby Bailey,0
Santa Clara University,37.3496418,-121.9389875,Marlon Garnett,0
University of Missouri,38.9403808,-92.3277375,Jordan Clarkson,0
Indiana University,39.1754487,-86.512627,Andrae Patterson,0
Pepperdine University,34.0414045,-118.7095814,Gerald Brown,0
University of Cincinnati,39.1329219,-84.5149504,Ruben Patterson,1
University of Kentucky,38.0306511,-84.5039697,Nazr Mohammed,1
University of Kentucky,38.0306511,-84.5039697,Ron Mercer,1
Stanford University,37.4274745,-122.169719,Brevin Knight,1
University of Minnesota,44.97399,-93.2277285,Bobby Jackson,1
"University of California, Los Angeles",34.068921,-118.4451811,Zach LaVine,0
College of Charleston,32.7882136,-79.9590881,Anthony Johnson,1
University of Kentucky,38.0306511,-84.5039697,Derek Anderson,1
University of Colorado,40.007581,-105.2659417,Chauncey Billups,1
Bowling Green State University,41.3797788,-83.6300826,Antonio Daniels,1
University of Alabama,33.2140233,-87.5391418,Eric Washington,0
Texas Tech University,33.5842591,-101.8782822,Tony Battie,1
Villanova University,40.0368926,-75.3425785,Tim Thomas,1
University of Cincinnati,39.1329219,-84.5149504,Danny Fortson,1
University of Michigan,42.2780436,-83.7382241,Maurice Taylor,1
Ohio State University,40.0066723,-83.0304546,Lawrence Funderburke,1
Villanova University,40.0368926,-75.3425785,Alvin Williams,1
University of Southern California,34.0223519,-118.285117,Rodrick Rhodes,0
,,,Tracy McGrady,1
Temple University,39.9805942,-75.1557376,Rick Brunson,1
Tulane University,29.9407282,-90.1203167,Jerald Honeycutt,0
Iowa State University,42.0266573,-93.6464516,Kelvin Cato,1
Gonzaga University,47.6670321,-117.4014343,Domantas Sabonis,0
Michigan State University,42.701848,-84.4821719,Adreian Payne,0
Central Connecticut State University,41.6931245,-72.7638508,Keith Closs,0
University of Connecticut,41.8077414,-72.2539805,Kevin Ollie,1
Austin Peay State University,36.53498,-87.3548855,Bubba Wells,0
University of Minnesota,44.97399,-93.2277285,John Thomas,1
South Carolina State University,33.4984666,-80.8498116,Travis Williams,0
University of Kansas,38.9543439,-95.2557961,Jacque Vaughn,1
University of Memphis,35.1187498,-89.9374928,Chris Garner,0
Marquette University,43.038456,-87.9311302,Chris Crawford,1
Bradley University,40.6977743,-89.6153484,Anthony Parker,1
Villanova University,40.0368926,-75.3425785,Kerry Kittles,1
University of Kentucky,38.0306511,-84.5039697,Antoine Walker,1
University of California,34.068921,-118.4451811,Shareef Abdur-Rahim,1
Georgia Institute of Technology,33.7756178,-84.396285,Stephon Marbury,1
University of Connecticut,41.8077414,-72.2539805,Ray Allen,1
University of Massachusetts Amherst,42.3867598,-72.5300515,Marcus Camby,1
University of Pennsylvania,39.9522188,-75.1932137,Matt Maloney,1
University of Memphis,35.1187498,-89.9374928,Lorenzen Wright,1
Clemson University,34.673407,-82.8367119,K.J. McDaniels,0
Indiana University,39.1754487,-86.512627,Dean Garrett,1
Western Kentucky University,36.9847153,-86.4559991,Chris Robinson,0
University of Georgia,33.9480053,-83.3773221,Shandon Anderson,1
University of Connecticut,41.8077414,-72.2539805,Travis Knight,1
,,,Kobe Bryant,1
Louisiana State University,30.4132579,-91.1800023,Randy Livingston,1
Georgetown University,38.9076089,-77.0722585,Othella Harrington,1
Mississippi State University,33.4551742,-88.7943766,Erick Dampier,1
Duke University,36.0014258,-78.9382286,Rodney Hood,0
University of Kentucky,38.0306511,-84.5039697,Tony Delk,1
University of Louisville,38.2122761,-85.7585023,Samaki Walker,1
North Carolina State University,35.7846633,-78.6820946,Todd Fuller,1
Syracuse University,43.0391534,-76.1351158,John Wallace,1
University of Arkansas at Little Rock,34.7252717,-92.3378705,Derek Fisher,1
University of Arizona,32.2318851,-110.9501094,Ray Owes,0
,,,Jermaine O'Neal,1
Drexel University,39.9566127,-75.1899441,Malik Rose,1
Augustana College (SD),43.5224294,-96.7393636,Brett Szabo,0
Syracuse University,43.0391534,-76.1351158,Jerami Grant,0
Texas Tech University,33.5842591,-101.8782822,Darvin Ham,1
University of Tennessee,35.9544013,-83.9294564,Steve Hamer,0
University of Kentucky,38.0306511,-84.5039697,Walter McCarty,1
Central State University,39.7151376,-83.8773467,Priest Lauderdale,0
University of Arizona,32.2318851,-110.9501094,Damon Stoudamire,1
University of Wisconsin,43.076592,-89.4124875,Michael Finley,1
University of North Carolina,35.9049122,-79.0469134,Jerry Stackhouse,1
University of Maryland,38.9869183,-76.9425543,Joe Smith,1
Oklahoma State University,36.1270236,-97.0737222,Bryant Reeves,1
"University of California, Los Angeles",34.068921,-118.4451811,Tyus Edney,0
University of Alabama,33.2140233,-87.5391418,Antonio McDyess,1
,,,Kevin Garnett,1
University of North Carolina,35.9049122,-79.0469134,Rasheed Wallace,1
Oregon State University,44.5637806,-123.2794443,Brent Barry,1
Providence College,41.8415128,-71.433591,Eric Williams,1
Texas Christian University,32.7078531,-97.3628041,Kurt Thomas,1
Southern Illinois University,37.7079717,-89.2229983,Ashraf Amaya,0
Indiana University,39.1754487,-86.512627,Alan Henderson,1
Ohio University,39.324358,-82.1013889,Gary Trent,1
Iowa State University,42.0266573,-93.6464516,Loren Meyer,0
University of Wyoming,41.3148754,-105.5665744,Theo Ratliff,1
University of Houston,29.7199489,-95.3422334,Anthony Goldwire,1
Florida State University,30.4418778,-84.2984889,Bob Sura,1
Georgetown University,38.9076089,-77.0722585,Don Reid,1
University of Michigan,42.2780436,-83.7382241,Jimmy King,0
Michigan State University,42.701848,-84.4821719,Shawn Respert,0
University of Connecticut,41.8077414,-72.2539805,Shabazz Napier,0
Duke University,36.0014258,-78.9382286,Cherokee Parks,1
Syracuse University,43.0391534,-76.1351158,Lawrence Moten,0
University of Kansas,38.9543439,-95.2557961,Greg Ostertag,1
University of Arkansas,36.0686895,-94.1748471,Corliss Williamson,1
University of Texas at Austin,30.2849185,-97.7340567,Terrence Rencher,0
Southern Illinois University,37.7079717,-89.2229983,Chris Carr,1
Georgia Institute of Technology,33.7756178,-84.396285,Travis Best,1
University of Alabama,33.2140233,-87.5391418,Jason Caffey,1
University of Alabama at Birmingham,33.5019893,-86.8064433,Elijah Millsap,0
Michigan State University,42.701848,-84.4821719,Eric Snow,1
University of Pennsylvania,39.9522188,-75.1932137,Jerome Allen,0
University of Virginia,38.0335529,-78.5079772,Junior Burrough,0
University of Massachusetts Amherst,42.3867598,-72.5300515,Lou Roe,0
Providence College,41.8415128,-71.433591,Marques Bragg,0
Delta State University,33.7453784,-90.7354508,Todd Mundt,0
Duke University,36.0014258,-78.9382286,Grant Hill,1
University of Michigan,42.2780436,-83.7382241,Juwan Howard,1
University of Kansas,38.9543439,-95.2557961,Tarik Black,0
University of California,34.068921,-118.4451811,Jason Kidd,1
University of California,34.068921,-118.4451811,Lamond Murray,1
Temple University,39.9805942,-75.1557376,Eddie Jones,1
University of North Carolina,35.9049122,-79.0469134,Eric Montross,1
University of Connecticut,41.8077414,-72.2539805,Donyell Marshall,1
Xavier University,39.1499074,-84.4740892,Brian Grant,1
Clemson University,34.673407,-82.8367119,Sharone Wright,0
Auburn University,32.5933574,-85.4951663,Wesley Person,1
University of Louisville,38.2122761,-85.7585023,Clifford Rozier,0
University of Michigan,42.2780436,-83.7382241,Jalen Rose,1
"California State University, Fresno",36.8133631,-119.7460947,Tyler Johnson,0
University of Arizona,32.2318851,-110.9501094,Khalid Reeves,1
Boise State University,43.6026952,-116.2014604,Chris Childs,1
Temple University,39.9805942,-75.1557376,Aaron McKie,1
Jackson State University,32.2968851,-90.2064252,Ryan Lorthridge,0
Duquesne University,40.4367779,-79.9892761,Derrick Alston,0
Wake Forest University,36.1355052,-80.2791958,Anthony Tucker,0
University of Louisville,38.2122761,-85.7585023,Greg Minor,1
University of Nebraska,40.8201966,-96.7004763,Eric Piatkowski,1
University of Texas at Austin,30.2849185,-97.7340567,B.J. Tyler,0
University of Pittsburgh,40.4443533,-79.960835,Eric Mobley,0
University of Notre Dame,41.6991133,-86.2387627,Monty Williams,1
Michigan State University,42.701848,-84.4821719,Anthony Miller,1
Boston College,42.3355488,-71.1684945,Howard Eisley,1
Boston College,42.3355488,-71.1684945,Bill Curley,1
University of South Carolina,33.9937575,-81.0299186,Jamie Watson,0
University of Missouri-Kansas City,39.0333662,-94.5777618,Tony Dumas,0
Providence College,41.8415128,-71.433591,Dickey Simpkins,1
Marquette University,43.038456,-87.9311302,Jim McIlvaine,1
University of Louisville,38.2122761,-85.7585023,Dwayne Morton,0
University of Kansas,38.9543439,-95.2557961,Darrin Hancock,0
University of Wyoming,41.3148754,-105.5665744,Tim Breaux,0
University of Hawaii,21.2965718,-157.8226774,Trevor Ruffin,0
Oklahoma State University,36.1270236,-97.0737222,Brooks Thompson,0
University of Memphis,35.1187498,-89.9374928,Anfernee Hardaway,1
University of Kentucky,38.0306511,-84.5039697,Jamal Mashburn,1
University of Michigan,42.2780436,-83.7382241,Chris Webber,1
University of Arizona,32.2318851,-110.9501094,Aaron Gordon,0
University of Hartford,41.7984942,-72.7138039,Vin Baker,1
"University of Nevada, Las Vegas",36.1074857,-115.1434507,Isaiah Rider,1
Jackson State University,32.2968851,-90.2064252,Lindsey Hunter,1
University of Arizona,32.2318851,-110.9501094,Chris Mills,1
University of North Carolina,35.9049122,-79.0469134,George Lynch,1
Louisiana Tech University,32.5282644,-92.6499298,P.J. Brown,1
Indiana University,39.1754487,-86.512627,Calbert Cheaney,1
University of Houston,29.7199489,-95.3422334,Bo Outlaw,1
Murray State University,36.6163842,-88.3214979,Popeye Jones,1
University of Texas at El Paso,31.7731979,-106.5047208,Antonio Davis,1
University of Tennessee,35.9544013,-83.9294564,Allan Houston,1
Morehouse College,33.7473412,-84.415528,Harold Ellis,0
Wake Forest University,36.1355052,-80.2791958,Rodney Rogers,1
"University of California, Los Angeles",34.068921,-118.4451811,Mitchell Butler,1
Florida State University,30.4418778,-84.2984889,Sam Cassell,1
"California State University, Long Beach",33.7838235,-118.1140904,Bryon Russell,1
University of Pittsburgh,40.4443533,-79.960835,Darren Morningstar,0
Oklahoma State University,36.1270236,-97.0737222,Markel Brown,0
University of Iowa,41.6627078,-91.5549771,Acie Earl,0
"California State University, Long Beach",33.7838235,-118.1140904,Lucious Harris,1
University of Connecticut,41.8077414,-72.2539805,Scott Burrell,1
Middle Tennessee State University,35.8486105,-86.3648813,Warren Kidd,0
Indiana University,39.1754487,-86.512627,Greg Graham,1
Michigan State University,42.701848,-84.4821719,Mike Peplowski,0
Seton Hall University,40.7430841,-74.246082,Terry Dehere,1
University of Alabama,33.2140233,-87.5391418,James Robinson,1
University of Cincinnati,39.1329219,-84.5149504,Corie Blount,1
Wichita State University,37.7186367,-97.2941414,Cleanthony Early,0
Baylor University,31.5488923,-97.1130573,David Wesley,1
Clemson University,34.673407,-82.8367119,Chris Whitney,1
University of Kansas,38.9543439,-95.2557961,Rex Walters,1
Western Kentucky University,36.9847153,-86.4559991,Darnell Mee,0
University of Utah,40.7649368,-111.8421021,Josh Grant,0
University of New Orleans,30.0302281,-90.0631789,Ervin Johnson,1
Duke University,36.0014258,-78.9382286,Brian Davis,0
University of Michigan,42.2780436,-83.7382241,Eric Riley,1
University of Alabama,33.2140233,-87.5391418,Latrell Sprewell,1
Duke University,36.0014258,-78.9382286,Christian Laettner,1
North Carolina State University,35.7846633,-78.6820946,Tom Gugliotta,1
University of Notre Dame,41.6991133,-86.2387627,LaPhonso Ellis,1
University of Southern Mississippi,31.3298668,-89.3334535,Clarence Weatherspoon,1
University of Alabama,33.2140233,-87.5391418,Robert Horry,1
University of Arizona,32.2318851,-110.9501094,Sean Rooks,1
University of Maryland,38.9869183,-76.9425543,Walt Williams,1
Seton Hall University,40.7430841,-74.246082,Anthony Avent,1
Oklahoma State University,36.1270236,-97.0737222,Richard Dumas,0
University of Arkansas,36.0686895,-94.1748471,Todd Day,1
University of Virginia,38.0335529,-78.5079772,Bryant Stith,1
La Salle University,40.0390398,-75.1558184,Doug Overton,1
University of Missouri,38.9403808,-92.3277375,Anthony Peeler,1
University of Minnesota,44.97399,-93.2277285,Walter Bond,0
Northern Arizona University,35.1804402,-111.6539683,Andre Spencer,0
Mount San Antonio College,34.0487487,-117.8421321,Lloyd Daniels,1
University of Arkansas,36.0686895,-94.1748471,Oliver Miller,1
University of Southern California,34.0223519,-118.285117,Harold Miner,0
North Carolina State University,35.7846633,-78.6820946,T.J. Warren,0
Stanford University,37.4274745,-122.169719,Adam Keefe,1
University of Arkansas,36.0686895,-94.1748471,Lee Mayberry,1
University of North Carolina,35.9049122,-79.0469134,Hubert Davis,1
Oklahoma State University,36.1270236,-97.0737222,Byron Houston,0
University of Oklahoma,35.2058936,-97.4457137,Brent Price,1
University of Texas at El Paso,31.7731979,-106.5047208,Marlon Maxey,0
University of Georgia,33.9480053,-83.3773221,Litterial Green,1
Georgia Institute of Technology,33.7756178,-84.396285,Jon Barry,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,